Step,Time (s),AL (mol/cm3s),Err,O2 (mol/cm3s),Err,ALO (mol/cm3s),Err,O (mol/cm3s),Err,ALO2 (mol/cm3s),Err,AL2O2 (mol/cm3s),Err,AL2O3(S) (mol/cm3s),Err,AL2O (mol/cm3s),Err,AL(L) (mol/cm3s),Err,AL2O3(L) (mol/cm3s),Err
153,0.000153,-275.381914591729,0,-882.572465136647,0,-946.812546694722,0,878.170187950044,0,-0.46266692076972,0,-0.0187292990840593,0,0,0,-0.354100624797866,0,0,0,611.701394027492,0
154,0.000154,-270.928985816138,0,-868.674730993807,0,-911.489236196133,0,881.034509586785,0,-17.4735576494525,0,-1.85525988382303,0,0,0,-0.529187259729952,0,0,0,602.330336974414,0
155,0.000155,-267.148715543598,0,-855.82289262116,0,-899.719191276312,0,866.089266327583,0,-15.2709030032822,0,-1.61506148572959,0,0,0,-0.497119988547638,0,0,0,593.181586385873,0
156,0.000156,-263.384822463928,0,-843.183137737215,0,-885.849987314985,0,853.348576528787,0,-15.1011239712161,0,-1.59044715281793,0,0,0,-0.487793212523684,0,0,0,584.246207240406,0
157,0.000157,-258.166330108769,0,-828.887141346931,0,-815.788723923447,0,885.466298006387,0,-62.39322169411,0,-6.33055843945493,0,0,0,-1.01508998509962,0,0,0,575.519786287718,0
158,0.000158,-256.568228808298,0,-819.341717399657,0,-874.747815152181,0,816.468399850469,0,-1.67806376711428,0,-0.174950567190255,0,0,0,-0.326432738336734,0,0,0,566.998437169324,0
159,0.000159,-252.900415006693,0,-807.364425797015,0,-856.694862654991,0,808.580958400006,0,-5.78270797221217,0,-0.615080835312493,0,0,0,-0.363056253641844,0,0,0,558.667129905902,0
160,0.00016,-249.022097817169,0,-795.302927266806,0,-829.562329962073,0,808.375136562259,0,-17.8120942983586,0,-1.84294236137306,0,0,0,-0.489755526185036,0,0,0,550.530958926358,0
161,0.000161,-250.785448478151,0,-790.519341774285,0,-1004.25556319204,0,649.364290301129,0,139.598352560718,0,13.8533739724547,0,0,0,1.28868168685585,0,0,0,542.579273895428,0
162,0.000162,-242.542478998562,0,-773.252779655159,0,-812.231338023133,0,780.372691750729,0,-11.623877047391,0,-1.19776622451348,0,0,0,-0.408826174680144,0,0,0,534.805439433737,0
163,0.000163,-237.380867712906,0,-760.02889155969,0,-729.881665326029,0,825.311576459028,0,-70.912136829539,0,-7.04650018346393,0,0,0,-1.07182032964192,0,0,0,527.205655447343,0
164,0.000164,-236.477798855997,0,-752.353008344769,0,-802.206646935732,0,748.480796647956,0,-0.307121126297602,0,-0.00926360148727312,0,0,0,-0.274747625691816,0,0,0,519.779794686192,0
165,0.000165,-236.55286941306,0,-746.053740225732,0,-905.542058195111,0,647.381755041219,0,96.482657258729,0,9.46580372894473,0,0,0,0.825066353660077,0,0,0,512.515265092116,0
166,0.000166,-227.165879458874,0,-727.912435136735,0,-661.646254550626,0,821.506649554676,0,-99.6342117029176,0,-9.809661124878,0,0,0,-1.37685949087609,0,0,0,505.409693471963,0
167,0.000167,-226.909567883461,0,-721.481473051012,0,-751.278102316513,0,732.064881862578,0,-14.8802750486232,0,-1.50248948022878,0,0,0,-0.416154650039971,0,0,0,498.452616754567,0
168,0.000168,-223.900077286807,0,-711.690796516836,0,-737.310830658894,0,725.042477208636,0,-17.6517177250362,0,-1.77589424964382,0,0,0,-0.441774589125998,0,0,0,491.648981674139,0
169,0.000169,-221.594352523676,0,-702.917232263833,0,-747.63494167824,0,699.252391145994,0,-0.252766649795944,0,-0.00621238739011609,0,0,0,-0.246622347272933,0,0,0,484.993865160519,0
170,0.00017,-218.486390904954,0,-693.247494451702,0,-724.682325751308,0,700.046825456375,0,-10.8671579051148,0,-1.10038341940394,0,0,0,-0.355304873548448,0,0,0,478.473625573641,0
171,0.000171,-216.047621541489,0,-684.552004825324,0,-727.406524303203,0,680.969635118132,0,-0.23757929414711,0,-0.00544897147685752,0,0,0,-0.236510372138582,0,0,0,472.087821913035,0
172,0.000172,-213.069263777996,0,-675.28426945582,0,-705.746480801506,0,681.465838761431,0,-10.1406236646813,0,-1.02010126368959,0,0,0,-0.337887325556949,0,0,0,465.836172711338,0
173,0.000173,-210.223253811498,0,-666.307018619031,0,-689.531079224771,0,678.040444111367,0,-15.7576293929178,0,-1.55867767154014,0,0,0,-0.396654910990037,0,0,0,459.711313797124,0
174,0.000174,-207.850672871755,0,-658.028959959745,0,-687.232863404057,0,663.915861251749,0,-9.74663676662351,0,-0.973734469219235,0,0,0,-0.324600786087103,0,0,0,453.713421776524,0
175,0.000175,-205.152294869143,0,-649.455492883921,0,-673.063789981316,0,659.524948408836,0,-13.9694410632089,0,-1.37409529198111,0,0,0,-0.368162652128376,0,0,0,447.835020900943,0
176,0.000176,-202.821909887958,0,-641.443757217377,0,-669.190407718324,0,647.279611414222,0,-9.60525718753871,0,-0.95326605771818,0,0,0,-0.314598432742059,0,0,0,442.076651887371,0
177,0.000177,-200.278305992539,0,-633.271535776556,0,-657.472678910033,0,641.566489898584,0,-12.0718656830339,0,-1.1809241380155,0,0,0,-0.338895957102068,0,0,0,436.43124538792,0
178,0.000178,-197.819254796189,0,-625.306883905083,0,-646.63363015148,0,635.463274912755,0,-13.9278751469897,0,-1.35772079321023,0,0,0,-0.35550620383583,0,0,0,430.903607044376,0
179,0.000179,-195.701225312113,0,-617.860587563366,0,-645.958813131236,0,621.569819275243,0,-7.30868107599372,0,-0.71943677089878,0,0,0,-0.27750754239969,0,0,0,425.48130407297,0
180,0.00018,-193.374671260993,0,-610.250239733607,0,-637.661096895606,0,614.006834777753,0,-7.31751140366129,0,-0.710424586515753,0,0,0,-0.274710232741199,0,0,0,420.161774599387,0
181,0.000181,-191.139879298543,0,-602.845006663352,0,-630.704555599441,0,605.65160097716,0,-6.30820518416368,0,-0.610587044020136,0,0,0,-0.259915575035848,0,0,0,414.94682266013,0
182,0.000182,-189.006841063317,0,-595.656541839242,0,-625.451202225296,0,596.218690269172,0,-3.97858846018755,0,-0.387604065992107,0,0,0,-0.230110432894435,0,0,0,409.836030373287,0
183,0.000183,-186.743852599502,0,-588.394182391465,0,-615.481921328072,0,590.779033336114,0,-5.79955245769094,0,-0.55794319277455,0,0,0,-0.247212459798902,0,0,0,404.817818845206,0
184,0.000184,-184.392208507729,0,-581.105149272829,0,-600.599979925947,0,589.507754057691,0,-11.8991982527323,0,-1.14114958685747,0,0,0,-0.311345651454758,0,0,0,399.898188581516,0
185,0.000185,-182.524903150494,0,-574.502756163478,0,-601.071736103745,0,576.27332948646,0,-5.09602138969763,0,-0.492777028512297,0,0,0,-0.232096864609048,0,0,0,395.07120421509,0
186,0.000186,-180.43338397147,0,-567.702316947281,0,-593.46151215915,0,569.702941454503,0,-5.29495056959081,0,-0.504939095659912,0,0,0,-0.231698296207469,0,0,0,390.331560741973,0
187,0.000187,-178.223806234806,0,-560.832200367004,0,-580.071503805676,0,567.971752703212,0,-10.500314131856,0,-0.998993709048448,0,0,0,-0.286175066314172,0,0,0,385.682980861531,0
188,0.000188,-176.425256144858,0,-554.550594419241,0,-579.547402908567,0,556.224684155582,0,-4.88919476992857,0,-0.468687123912515,0,0,0,-0.220414636190981,0,0,0,381.12002867178,0
189,0.000189,-174.458707315478,0,-548.13584344089,0,-572.933086421812,0,549.54812199221,0,-4.58798447866911,0,-0.433609000599221,0,0,0,-0.21467197209131,0,0,0,376.63817008067,0
190,0.00019,-172.667836539953,0,-542.018947154284,0,-571.360439651117,0,539.091001941978,0,-0.125238422746747,0,-0.000543525014727653,0,0,0,-0.163496708730236,0,0,0,372.240797540653,0
191,0.000191,-170.511505018043,0,-535.506292194128,0,-555.108528498598,0,540.517921327292,0,-8.19111214540823,0,-0.771202805020351,0,0,0,-0.24874727614224,0,0,0,367.925522912187,0
192,0.000192,-168.859280525519,0,-529.696472670883,0,-555.882814375606,0,528.59138477613,0,-1.91907542917454,0,-0.177231730770928,0,0,0,-0.176769286685158,0,0,0,363.684586182606,0
193,0.000193,-166.835902892197,0,-523.48983348906,0,-542.786299486416,0,527.921918366433,0,-7.53406043155911,0,-0.7058018706677,0,0,0,-0.235986437648535,0,0,0,359.519919713402,0
194,0.000194,-165.263478883561,0,-517.912871286273,0,-544.344098421642,0,515.768901511508,0,-0.794792271134099,0,-0.0686576228233955,0,0,0,-0.159156018809881,0,0,0,355.428998429801,0
195,0.000195,-163.511862271977,0,-512.176048684865,0,-538.364153672009,0,509.82432269659,0,-0.551008895084578,0,-0.0459321011085994,0,0,0,-0.15373838780215,0,0,0,351.413182908446,0
196,0.000196,-161.524933520969,0,-506.208724688739,0,-524.158911134596,0,510.614152374564,0,-7.41224382147078,0,-0.688924066105923,0,0,0,-0.226819499395788,0,0,0,347.463787804019,0
197,0.000197,-160.14837856869,0,-501.068104974926,0,-530.028519315178,0,495.555195200112,0,2.73757464393424,0,0.24725173735725,0,0,0,-0.111325827252585,0,0,0,343.583735709862,0
198,0.000198,-158.163396304831,0,-495.218753304332,0,-513.497408063853,0,498.590320401091,0,-6.29695068778312,0,-0.582579768057146,0,0,0,-0.209641647117678,0,0,0,339.771098943409,0
199,0.000199,-156.45857482235,0,-489.782620314509,0,-506.017814577627,0,494.562919404248,0,-7.70443929710029,0,-0.711811843842526,0,0,0,-0.222979753569234,0,0,0,336.025205945951,0
200,0.0002,-154.978376233414,0,-484.685675531626,0,-505.470728612909,0,485.169493428762,0,-3.29274701220726,0,-0.301805282683186,0,0,0,-0.171748600667343,0,0,0,332.344479812616,0
201,0.000201,-153.24549593751,0,-479.325357872993,0,-495.389804190248,0,483.556862765012,0,-7.08695222201339,0,-0.65123880503418,0,0,0,-0.211472142778803,0,0,0,328.723837122698,0
202,0.000202,-151.781443785041,0,-474.358364459127,0,-493.79466880692,0,475.327636231828,0,-3.73111415265248,0,-0.340900423680429,0,0,0,-0.172124629025348,0,0,0,325.166638425012,0
203,0.000203,-150.587732006381,0,-469.785245340317,0,-501.175043701521,0,460.043118566493,0,7.22681503332655,0,0.649868691726017,0,0,0,-0.0473567144363187,0,0,0,321.665468359998,0
204,0.000204,-148.629949366575,0,-464.29907091707,0,-480.586573478939,0,467.348501505828,0,-5.79799039948728,0,-0.528907226931544,0,0,0,-0.19075875589624,0,0,0,318.226922605328,0
205,0.000205,-147.297860879595,0,-459.649752575904,0,-481.240366840656,0,457.779014063957,0,-0.752459382237305,0,-0.0635419193567675,0,0,0,-0.133102059946395,0,0,0,314.841987530547,0
206,0.000206,-145.65776917047,0,-454.667161516845,0,-470.590929272141,0,457.409574366228,0,-5.43154219062552,0,-0.493143403619305,0,0,0,-0.182628983689938,0,0,0,311.515892703928,0
207,0.000207,-144.372863901454,0,-450.174737442285,0,-471.406611582195,0,448.003717683522,0,-0.393681890401865,0,-0.0295224229926161,0,0,0,-0.12523703998886,0,0,0,308.241338150007,0
208,0.000208,-142.777438340727,0,-445.343394879252,0,-460.917536558046,0,447.793909402547,0,-5.08214432135441,0,-0.459290268247404,0,0,0,-0.174868229136337,0,0,0,305.022718107447,0
209,0.000209,-141.533919506249,0,-440.996987134218,0,-461.777659809832,0,438.634641923956,0,-0.147340827313769,0,-0.0056271273409978,0,0,0,-0.118833233253099,0,0,0,301.853920432291,0
210,0.00021,-139.957803530096,0,-436.279231794178,0,-450.619077857929,0,439.233455088145,0,-5.54597738460586,0,-0.499217319669313,0,0,0,-0.176267824368551,0,0,0,298.736914530353,0
211,0.000211,-138.591432507759,0,-431.869636304677,0,-445.967682614417,0,434.758655581456,0,-5.45492851372012,0,-0.490163882286914,0,0,0,-0.173463666811585,0,0,0,295.670649367047,0
212,0.000212,-137.252342376049,0,-427.537168636918,0,-441.616764126881,0,430.172789930264,0,-5.17234012643519,0,-0.463671530692378,0,0,0,-0.168575124291237,0,0,0,292.652969969666,0
213,0.000213,-135.92146864894,0,-423.25713057071,0,-436.921285996749,0,425.990652897275,0,-5.24848014530426,0,-0.469636598375718,0,0,0,-0.167682873317972,0,0,0,289.68293686719,0
214,0.000214,-134.632357427712,0,-419.070624284446,0,-433.056758422163,0,421.265715773893,0,-4.67581791346169,0,-0.417198248834594,0,0,0,-0.159664075123146,0,0,0,286.759329205626,0
215,0.000215,-133.499420886027,0,-415.119848258793,0,-433.889318464606,0,412.896050262388,0,-0.14501190177134,0,-0.0058849532028975,0,0,0,-0.108238345768768,0,0,0,283.880998925174,0
216,0.000216,-132.158529502552,0,-410.944926422089,0,-426.932763024231,0,410.881275934616,0,-2.32546290869408,0,-0.206846473776124,0,0,0,-0.130143062095158,0,0,0,281.04536725361,0
217,0.000217,-132.134267685013,0,-408.484374258667,0,-466.566014384557,0,371.481741097243,0,35.3941300560771,0,3.10711692444538,0,0,0,0.293674701650161,0,0,0,278.252284380651,0
218,0.000218,-129.586371646615,0,-402.85095385462,0,-415.624497187821,0,405.123021186828,0,-4.66416517869789,0,-0.412980781249789,0,0,0,-0.153091133339331,0,0,0,275.503588921156,0
219,0.000219,-128.398691157949,0,-398.984993584454,0,-412.370708812424,0,400.491058813111,0,-3.86097477942184,0,-0.340631119483315,0,0,0,-0.142696741444524,0,0,0,272.798515235826,0
220,0.000219999999999999,-127.320318757796,0,-395.291260685772,0,-412.268204058126,0,393.435598389212,0,-0.410276407454262,0,-0.0310550527914055,0,0,0,-0.103212983754929,0,0,0,270.133667648235,0
221,0.000220999999999999,-126.03814501295,0,-391.379017449915,0,-404.762722580141,0,392.436430293255,0,-3.36076713836559,0,-0.294997800108733,0,0,0,-0.13420578307705,0,0,0,267.510020948914,0
222,0.000221999999999999,-124.87385522643,0,-387.647588986903,0,-400.74154624973,0,388.739341961723,0,-3.37495604716628,0,-0.295886671959424,0,0,0,-0.132935699599329,0,0,0,264.924001133222,0
223,0.000222999999999999,-123.817880252523,0,-384.086236648262,0,-399.870427046896,0,382.614295325115,0,-0.739165594709505,0,-0.0607879592368243,0,0,0,-0.102469453646336,0,0,0,262.376993859948,0
224,0.000223999999999999,-122.624079753639,0,-380.384971432388,0,-393.878133916698,0,380.70457956615,0,-2.54648724494064,0,-0.221452313936326,0,0,0,-0.120984009176027,0,0,0,259.866786780751,0
225,0.000224999999999999,-121.482116233789,0,-376.781665407121,0,-389.129844794853,0,377.896284747374,0,-3.33758670032154,0,-0.290964300308853,0,0,0,-0.128389184304979,0,0,0,257.394127349096,0
226,0.000225999999999999,-120.371133312265,0,-373.249778483063,0,-384.953937836731,0,374.726231938594,0,-3.68706860435444,0,-0.321258114020659,0,0,0,-0.130966164462734,0,0,0,254.958294155159,0
227,0.000226999999999999,-119.303494050383,0,-369.80445400998,0,-381.773419832235,0,370.852780334134,0,-3.23090039436934,0,-0.280456116375733,0,0,0,-0.124585387471598,0,0,0,252.558948642341,0
228,0.000227999999999999,-118.218464496407,0,-366.368151687086,0,-377.536398175426,0,367.923697258974,0,-3.72925160673717,0,-0.323738932236787,0,0,0,-0.128798577003181,0,0,0,250.194594648525,0
229,0.000228999999999999,-117.203711682177,0,-363.050108887255,0,-375.255536604355,0,363.509294112062,0,-2.59186910102127,0,-0.223520961214079,0,0,0,-0.115000713150948,0,0,0,247.864080368142,0
230,0.000229999999999999,-116.165571382216,0,-359.732432380319,0,-371.728084619638,0,360.189595529256,0,-2.57120371722567,0,-0.22137419509384,0,0,0,-0.113548755878583,0,0,0,245.567352810512,0
231,0.000230999999999999,-115.162091986489,0,-356.48569791764,0,-368.968020414577,0,356.334635458243,0,-1.93232105262229,0,-0.165205427759927,0,0,0,-0.10528364428319,0,0,0,243.301705798888,0
232,0.000231999999999999,-114.134855028363,0,-353.239089224488,0,-364.957178883853,0,353.57892462876,0,-2.41504316988653,0,-0.207016939904246,0,0,0,-0.109443240391556,0,0,0,241.069998721347,0
233,0.000232999999999999,-113.166894654125,0,-350.093172069639,0,-362.560379523507,0,349.601697467371,0,-1.54905557752511,0,-0.13120061490059,0,0,0,-0.0987210514140315,0,0,0,238.868086543893,0
234,0.000233999999999999,-112.158560075273,0,-346.925484392792,0,-358.370909638662,0,347.157752287159,0,-2.26981117799315,0,-0.1937269276313,0,0,0,-0.10555011377437,0,0,0,236.69891748737,0
235,0.000234999999999999,-110.486664588764,0,-342.935098908842,0,-330.100003132397,0,364.266032879287,0,-23.7859494660528,0,-2.02664206641252,0,0,0,-0.345249577832874,0,0,0,234.558200237852,0
236,0.000235999999999999,-110.233102975054,0,-340.782770484686,0,-351.908569959181,0,340.962043359502,0,-2.18119537324282,0,-0.185424796224198,0,0,0,-0.102365529048257,0,0,0,232.449224479011,0
237,0.000236999999999999,-108.462971609115,0,-336.718616120517,0,-319.343966112847,0,361.710316854985,0,-27.4880973123322,0,-2.33566188705618,0,0,0,-0.384430842532311,0,0,0,230.367610246735,0
238,0.000237999999999999,-108.359542436281,0,-334.808433223516,0,-345.661550842436,0,334.906370198866,0,-2.06456280179697,0,-0.174778301373677,0,0,0,-0.0989551360253245,0,0,0,228.316561477656,0
239,0.000238999999999999,-107.411073771303,0,-331.841944981366,0,-341.465727313558,0,332.861051727899,0,-2.9886471122912,0,-0.250824447958308,0,0,0,-0.108431514643598,0,0,0,226.291980061178,0
240,0.000239999999999999,-106.537044054733,0,-328.997651204467,0,-339.653944103753,0,328.959904060893,0,-1.89335274431386,0,-0.159499855730147,0,0,0,-0.0950183652457781,0,0,0,224.296688672376,0
241,0.000240999999999999,-105.707004895528,0,-326.228509116918,0,-338.660055475599,0,324.474822411183,0,-0.12662295849168,0,-0.00579116497178966,0,0,0,-0.0745905279181898,0,0,0,222.327223357699,0
242,0.000241999999999999,-104.738153095241,0,-323.310926172882,0,-333.028739567239,0,323.800173507009,0,-2.39915934877774,0,-0.202403533335554,0,0,0,-0.0986277766642161,0,0,0,220.384057315629,0
243,0.000242999999999999,-103.861481331658,0,-320.531813979149,0,-329.957900507512,0,321.132920567974,0,-2.49753765439948,0,-0.210713642765149,0,0,0,-0.0987951617571525,0,0,0,218.467968551307,0
244,0.000243999999999999,-103.020269321862,0,-317.820084348321,0,-327.734624827245,0,317.851013145441,0,-1.9003565726691,0,-0.159163623898987,0,0,0,-0.0912269086111337,0,0,0,216.578015893398,0
245,0.000244999999999999,-102.178682510152,0,-315.130245700479,0,-325.163046803795,0,314.918394569703,0,-1.63739743001904,0,-0.136455833989277,0,0,0,-0.0873962725745514,0,0,0,214.713415478547,0
246,0.000245999999999999,-101.317249392992,0,-312.436491105706,0,-321.6093862205,0,312.843814683893,0,-2.25405675295272,0,-0.189005986256183,0,0,0,-0.0933113589999266,0,0,0,212.872663528479,0
247,0.000247,-100.485365821613,0,-309.801549345255,0,-318.726721176699,0,310.292895845865,0,-2.32490397609223,0,-0.194796759042075,0,0,0,-0.0932243764400482,0,0,0,211.056516622684,0
248,0.000248,-99.6918541405019,0,-307.236070282757,0,-316.814076595486,0,307.022459409464,0,-1.5909561375413,0,-0.131923397492203,0,0,0,-0.0842081594164483,0,0,0,209.264574993673,0
249,0.000249,-98.8882128148807,0,-304.678679510951,0,-314.247861612163,0,304.343859937094,0,-1.45278624025562,0,-0.120001357974724,0,0,0,-0.0818204092793167,0,0,0,207.496252100904,0
250,0.00025,-98.0764712680073,0,-302.130552269518,0,-311.120112126909,0,302.178842972396,0,-1.82933082364093,0,-0.15189272287842,0,0,0,-0.0851356450584717,0,0,0,205.749985477216,0
251,0.000251,-97.294579688014,0,-299.639904327691,0,-308.694526432383,0,299.506663310378,0,-1.62995743038599,0,-0.13479058916167,0,0,0,-0.0821003614109941,0,0,0,204.026422725964,0
252,0.000252,-96.5263210833292,0,-297.18667165935,0,-306.420248753606,0,296.774028738446,0,-1.33091174066462,0,-0.109202846038599,0,0,0,-0.0779808013758156,0,0,0,202.325924436214,0
253,0.000253,-95.7537892965213,0,-294.746361352503,0,-303.730270749389,0,294.433509986116,0,-1.41891371074249,0,-0.116552848836716,0,0,0,-0.0781487029744312,0,0,0,200.646188430138,0
254,0.000254,-94.9733789301643,0,-292.315390180796,0,-300.486321622859,0,292.600505405726,0,-2.0153823134462,0,-0.166812746765936,0,0,0,-0.0839620795741212,0,0,0,198.988316259575,0
255,0.000255,-94.2225891001138,0,-289.940432138741,0,-297.955037965767,0,290.247740997276,0,-2.0245551941552,0,-0.167372305210558,0,0,0,-0.0833129695092794,0,0,0,197.351776404738,0
256,0.000256,-93.5157190450323,0,-287.638901088387,0,-296.614846599825,0,286.986153077678,0,-1.03169170153376,0,-0.0833928114002185,0,0,0,-0.0715501355007291,0,0,0,195.736071620096,0
257,0.000257,-92.7796472436441,0,-285.318852007389,0,-294.028355672285,0,284.789287227751,0,-1.14422785397309,0,-0.0928008786963114,0,0,0,-0.0720405668544117,0,0,0,194.140956830502,0
258,0.000258,-92.0320855129584,0,-283.001383516937,0,-290.801749521015,0,283.163279756153,0,-1.83673654128251,0,-0.150936186696098,0,0,0,-0.0789581658609677,0,0,0,192.565180140185,0
259,0.000259,-91.3181934226868,0,-280.743792977184,0,-288.438392650111,0,280.891359928062,0,-1.80927582301064,0,-0.14848017052695,0,0,0,-0.0779486540996004,0,0,0,191.009359772531,0
260,0.00026,-90.6378936356007,0,-278.545504380018,0,-286.936447866869,0,277.973706890427,0,-1.0626091237279,0,-0.0856093225874182,0,0,0,-0.0689663610246498,0,0,0,189.473050996711,0
261,0.000261,-89.9417565627065,0,-276.344227883965,0,-284.652564901843,0,275.741325956984,0,-1.01834035188708,0,-0.0818261499426706,0,0,0,-0.0677782709826715,0,0,0,187.955935329144,0
262,0.000262,-89.2549182257259,0,-274.170168422163,0,-282.445426888654,0,273.494251723642,0,-0.931448347441489,0,-0.0744563535710199,0,0,0,-0.0661310789582785,0,0,0,186.45648416344,0
263,0.000263,-88.5532443752768,0,-271.993896864355,0,-279.498963898603,0,271.897073789214,0,-1.51006378463802,0,-0.122723661879047,0,0,0,-0.0718398288590834,0,0,0,184.975699519997,0
264,0.000264,-87.8847525492727,0,-269.87539370358,0,-277.416558125826,0,269.648111498767,0,-1.36484191298595,0,-0.110543154286386,0,0,0,-0.0695729118888266,0,0,0,183.513192360218,0
265,0.000265,-87.2173317128488,0,-267.774248149246,0,-275.126684591789,0,267.616833805759,0,-1.4241754158187,0,-0.115278091485929,0,0,0,-0.0695661219942849,0,0,0,182.068940073708,0
266,0.000266,-86.5650741905524,0,-265.707517556846,0,-273.111982105548,0,265.409047307406,0,-1.26842823468689,0,-0.102192483187191,0,0,0,-0.0672035509196576,0,0,0,180.642138299501,0
267,0.000267,-85.9102145328386,0,-263.652639310807,0,-270.782075503332,0,263.503432206111,0,-1.4090462361228,0,-0.113770537687056,0,0,0,-0.0681197224766947,0,0,0,179.23255839631,0
268,0.000268,-85.2773108740238,0,-261.640180733055,0,-268.960730807345,0,261.230331627528,0,-1.13155002462796,0,-0.0906049318200748,0,0,0,-0.0644341021834407,0,0,0,177.839834887002,0
269,0.000269,-84.6535378327287,0,-259.653873097152,0,-267.218738183361,0,258.937770553924,0,-0.807649110488342,0,-0.0636312622754461,0,0,0,-0.0602465462870896,0,0,0,176.463840371852,0
270,0.00027,-84.0078595615361,0,-257.653889514506,0,-264.544928529481,0,257.444131061025,0,-1.31300316158129,0,-0.105456206890149,0,0,0,-0.065219867421547,0,0,0,175.103571700611,0
271,0.000271,-83.3932628255294,0,-255.70724831894,0,-262.687398154181,0,255.331344278375,0,-1.1323034704937,0,-0.0904488252783053,0,0,0,-0.0626309770450462,0,0,0,173.759562027425,0
272,0.000272,-82.7751182501251,0,-253.770429242402,0,-260.494866479289,0,253.534711386434,0,-1.26431303826439,0,-0.101197092536814,0,0,0,-0.0634979550668504,0,0,0,172.431843931443,0
