Weight (cm-3),Equiv. Sphere Diameter (nm),Collision Diameter (nm),Mobility Diameter (nm),Surface Area (cm2),Volume (cm3),Mass (g),Age (s),Stat. Weight (-),Num coags (-),aluminum
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441720353,16375.4441720353,16375.4441720353,8.42434317847779e-06,2.29920754361841e-09,8.96690942011181e-09,4e-09,2,0,199999999800000
195312499947.061,16375.4441720353,16375.4441720353,16375.4441720353,8.42434317847779e-06,2.29920754361841e-09,8.96690942011181e-09,4e-09,2,0,199999999800000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441720353,16375.4441720353,16375.4441720353,8.42434317847779e-06,2.29920754361841e-09,8.96690942011181e-09,4e-09,2,0,199999999800000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441720353,16375.4441720353,16375.4441720353,8.42434317847779e-06,2.29920754361841e-09,8.96690942011181e-09,4e-09,2,0,199999999800000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441720353,16375.4441720353,16375.4441720353,8.42434317847779e-06,2.29920754361841e-09,8.96690942011181e-09,4e-09,2,0,199999999800000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441720353,16375.4441720353,16375.4441720353,8.42434317847779e-06,2.29920754361841e-09,8.96690942011181e-09,4e-09,2,0,199999999800000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441720353,16375.4441720353,16375.4441720353,8.42434317847779e-06,2.29920754361841e-09,8.96690942011181e-09,4e-09,2,0,199999999800000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441720353,16375.4441720353,16375.4441720353,8.42434317847779e-06,2.29920754361841e-09,8.96690942011181e-09,4e-09,2,0,199999999800000
195312499947.061,16375.4441720353,16375.4441720353,16375.4441720353,8.42434317847779e-06,2.29920754361841e-09,8.96690942011181e-09,4e-09,2,0,199999999800000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441720353,16375.4441720353,16375.4441720353,8.42434317847779e-06,2.29920754361841e-09,8.96690942011181e-09,4e-09,2,0,199999999800000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441720353,16375.4441720353,16375.4441720353,8.42434317847779e-06,2.29920754361841e-09,8.96690942011181e-09,4e-09,2,0,199999999800000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441720353,16375.4441720353,16375.4441720353,8.42434317847779e-06,2.29920754361841e-09,8.96690942011181e-09,4e-09,2,0,199999999800000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441747646,16375.4441747646,16375.4441747646,8.4243431812859e-06,2.29920754476802e-09,8.96690942459527e-09,4e-09,2,0,199999999900000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
195312499947.061,16375.4441774938,16375.4441774938,16375.4441774938,8.42434318409401e-06,2.29920754591762e-09,8.96690942907872e-09,4e-09,2,0,200000000000000
